유형,유통사,rank_col,브랜드(원본),영어상품명,판정,판정근거,기존작업여부,hs_code,confidence,reason,evidence_url,product_identity_note,status,db_verified
엘로 토티야칩스,샘스클럽  ·  top_selling   (상위 40개 · PB 제외),17,Doritos Spicy,"Doritos Spicy Sweet Chili Tortilla Chips, 18.375 oz.",수입이력 없음,,new_no_prior_research,1904.10-2000,high,옥수수 토르티야칩: 콘칩,관세청 2026 HSK,,researched_v2_direct,ok
엘로 토티야칩스,샘스클럽  ·  top_selling   (상위 40개 · PB 제외),30,Doritos Nacho,"Doritos Nacho Cheese Tortilla Chips, 1.75 oz., 64 pk.",수입이력 없음,,new_no_prior_research,1904.10-2000,high,옥수수 토르티야칩: 콘칩,관세청 2026 HSK,,researched_v2_direct,ok
엘로 토티야칩스,샘스클럽  ·  top_selling   (상위 40개 · PB 제외),36,Tostitos Organic,"Tostitos Organic Blue Corn Tortilla Chips, 15.5 oz.",수입이력 없음,,new_no_prior_research,2103.90-9090,medium,케소딥/살사 등 딥소스류(칩 아님): 기타 소스류로 잠정분류,관세청 2026 HSK,확인필요: 정확한 조성 확인,researched_v2_direct,ok
엘로 토티야칩스,아마존  ·  top5   (상위 26개 · PB 제외),7,Doritos Flavored Tortilla,"Doritos Flavored Tortilla Chips, Nacho Cheese, 1 Ounce (Pack of 40)",수입이력 없음,,new_no_prior_research,1904.10-2000,high,옥수수 토르티야칩: 콘칩,관세청 2026 HSK,,researched_v2_direct,ok
엘로 토티야칩스,아마존  ·  top5   (상위 26개 · PB 제외),9,Fritos,"Fritos Original Corn Chips, 1 Ounce (Pack of 40)",X,"FRITO-LAY, INC.: 수입업체 1곳",old_pipeline_already_researched_v74_v126,1904.10-2000,high,"[old_pipeline 재매칭 sku_name_en='FRITOS SCOOPS CORN CHIPS', score=3, brand_ok=True] The connected baseline rows directly identify Fritos Original Corn Chips or Fritos Scoops Corn Chips. Official Fritos product pages confirm these are corn chips, and retail label data for Fritos Original lists corn, oil, and salt. Official 2026 HSK code 1904.10-2000 was verified as corn chip. The update excludes tortilla chips, potato chips, dips, popcorn, and other Frito-Lay products.",official_2026_HSK:1904102000;https://www.fritos.com/products/fritos-original-corn-chips;https://www.fritos.com/products/fritos-scoops-corn-chips;https://www.costco.com/p/-/fritos-original-corn-chips-1-oz-50-count/100451729,,reused_matched_by_sku_name_en,ok
엘로 토티야칩스,샘스클럽  ·  top_selling   (상위 40개 · PB 제외),8,Fritos,"Fritos Scoops! Corn Chips, 18.125 oz.",X,"FRITO-LAY, INC.: 수입업체 1곳",old_pipeline_already_researched_v74_v126,1904.10-2000,high,"[old_pipeline 재매칭 sku_name_en='FRITOS SCOOPS CORN CHIPS', score=4, brand_ok=True] The connected baseline rows directly identify Fritos Original Corn Chips or Fritos Scoops Corn Chips. Official Fritos product pages confirm these are corn chips, and retail label data for Fritos Original lists corn, oil, and salt. Official 2026 HSK code 1904.10-2000 was verified as corn chip. The update excludes tortilla chips, potato chips, dips, popcorn, and other Frito-Lay products.",official_2026_HSK:1904102000;https://www.fritos.com/products/fritos-original-corn-chips;https://www.fritos.com/products/fritos-scoops-corn-chips;https://www.costco.com/p/-/fritos-original-corn-chips-1-oz-50-count/100451729,,reused_matched_by_sku_name_en,ok
엘로 토티야칩스,샘스클럽  ·  top_selling   (상위 40개 · PB 제외),15,Quest Tortilla,"Quest Tortilla Style 18-19g Protein Chip Variety Pack, Nacho Cheese & Ranch, 14 ct.",수입이력 없음,,new_no_prior_research,1904.10-2000,high,옥수수 토르티야칩: 콘칩,관세청 2026 HSK,,researched_v2_direct,ok
엘로 토티야칩스,샘스클럽  ·  top_selling   (상위 40개 · PB 제외),18,Fritos,"Fritos The Original Corn Chips, 18.125 oz.",X,"FRITO-LAY, INC.: 수입업체 1곳",old_pipeline_already_researched_v74_v126,1904.10-2000,high,"[old_pipeline 재매칭 sku_name_en='FRITOS SCOOPS CORN CHIPS', score=3, brand_ok=True] The connected baseline rows directly identify Fritos Original Corn Chips or Fritos Scoops Corn Chips. Official Fritos product pages confirm these are corn chips, and retail label data for Fritos Original lists corn, oil, and salt. Official 2026 HSK code 1904.10-2000 was verified as corn chip. The update excludes tortilla chips, potato chips, dips, popcorn, and other Frito-Lay products.",official_2026_HSK:1904102000;https://www.fritos.com/products/fritos-original-corn-chips;https://www.fritos.com/products/fritos-scoops-corn-chips;https://www.costco.com/p/-/fritos-original-corn-chips-1-oz-50-count/100451729,,reused_matched_by_sku_name_en,ok
엘로 토티야칩스,샘스클럽  ·  top_selling   (상위 40개 · PB 제외),19,Fritos Chili,"Fritos Chili Cheese Flavored Corn Chips, 18.125 oz.",,,new_from_live_db_scan,1904.10-2000,high,옥수수 토르티야칩: 콘칩,관세청 2026 HSK,,researched_v2_direct,ok
엘로 토티야칩스,샘스클럽  ·  top_selling   (상위 40개 · PB 제외),37,Fritos,"Fritos Original Corn Chips, 2 oz., 64 pk.",X,"FRITO-LAY, INC.: 수입업체 1곳",old_pipeline_already_researched_v74_v126,1904.10-2000,high,"[old_pipeline 재매칭 sku_name_en='FRITOS SCOOPS CORN CHIPS', score=3, brand_ok=True] The connected baseline rows directly identify Fritos Original Corn Chips or Fritos Scoops Corn Chips. Official Fritos product pages confirm these are corn chips, and retail label data for Fritos Original lists corn, oil, and salt. Official 2026 HSK code 1904.10-2000 was verified as corn chip. The update excludes tortilla chips, potato chips, dips, popcorn, and other Frito-Lay products.",official_2026_HSK:1904102000;https://www.fritos.com/products/fritos-original-corn-chips;https://www.fritos.com/products/fritos-scoops-corn-chips;https://www.costco.com/p/-/fritos-original-corn-chips-1-oz-50-count/100451729,,reused_matched_by_sku_name_en,ok
엘로 토티야칩스,아마존  ·  top5   (상위 26개 · PB 제외),11,Tostitos Tortilla,"Tostitos Tortilla Chips Hint Of Lime Bag, 11 Oz",수입이력 없음,,new_no_prior_research,1904.10-2000,high,옥수수 토르티야칩: 콘칩,관세청 2026 HSK,,researched_v2_direct,ok
엘로 토티야칩스,아마존  ·  top5   (상위 26개 · PB 제외),14,SIETE FAMILY FOODS,"SIETE FAMILY FOODS Siete Sea Salt Grain Free Tortilla Chips, 5 oz bags (1 PACK), 5 OZ",수입이력 없음,,new_no_prior_research,1904.10-2000,high,옥수수 토르티야칩: 콘칩,관세청 2026 HSK,,researched_v2_direct,ok
엘로 토티야칩스,아마존  ·  top5   (상위 26개 · PB 제외),22,Late July,"Late July Organic Sea Salt Multigrain Tortilla Chips, 7.5 Ounce",수입이력 없음,,new_no_prior_research,1904.10-2000,high,옥수수 토르티야칩: 콘칩,관세청 2026 HSK,,researched_v2_direct,ok
엘로 토티야칩스,아마존  ·  top5   (상위 26개 · PB 제외),18,Tostitos Tortilla,"Tostitos Tortilla Chips Chip and Dip Pack, 3 Oz Crispy Rounds and 3.8 Oz Medium Dip, 1 Set",수입이력 없음,,new_no_prior_research,1904.10-2000,high,옥수수 토르티야칩: 콘칩,관세청 2026 HSK,,researched_v2_direct,ok
엘로 토티야칩스,아마존  ·  top5   (상위 26개 · PB 제외),25,Late July,"LATE JULY Snacks Variety Pack Tortilla Chips, 0.9 Oz 10 Count Snack Bags",수입이력 없음,,new_no_prior_research,1904.10-2000,high,옥수수 토르티야칩: 콘칩,관세청 2026 HSK,,researched_v2_direct,ok
엘로 토티야칩스,샘스클럽  ·  top_selling   (상위 40개 · PB 제외),4,Takis Fuego,"Takis Fuego Rolled Tortilla Chips, 1 oz., 46 pk.",수입이력 없음,,new_no_prior_research,1904.10-2000,high,옥수수 토르티야칩: 콘칩,관세청 2026 HSK,,researched_v2_direct,ok
엘로 토티야칩스,샘스클럽  ·  top_selling   (상위 40개 · PB 제외),11,Frito-Lay Favorites,"Frito-Lay Favorites Mix Chips & Snacks, Variety Pack, 50 pk.",,,new_from_live_db_scan,1904.10-2000,high,옥수수 토르티야칩: 콘칩,관세청 2026 HSK,,researched_v2_direct,ok
엘로 토티야칩스,샘스클럽  ·  top_selling   (상위 40개 · PB 제외),25,Takis Variety,"Takis Variety Pack Rolled Tortilla Chips, 1 oz., 46 pk.",수입이력 없음,,new_no_prior_research,1904.10-2000,high,옥수수 토르티야칩: 콘칩,관세청 2026 HSK,,researched_v2_direct,ok
엘로 토티야칩스,샘스클럽  ·  top_selling   (상위 40개 · PB 제외),28,Tostitos Salsa,"Tostitos Salsa and Lay's Dip Variety Pack, 15.5 oz., 3 ct.",수입이력 없음,,new_no_prior_research,2103.90-9090,medium,살사&딥 세트(칩 아님 부분 포함): 기타 소스류로 잠정분류,관세청 2026 HSK,,researched_v2_direct,ok
엘로 토티야칩스,샘스클럽  ·  top_selling   (상위 40개 · PB 제외),39,Julio's Original,"Julio's Original Seasoned Corn Tortilla Chips, 25 oz.",수입이력 없음,,new_no_prior_research,1904.10-2000,high,옥수수 토르티야칩: 콘칩,관세청 2026 HSK,,researched_v2_direct,ok
엘로 토티야칩스,샘스클럽  ·  top_selling   (상위 40개 · PB 제외),27,On The,"On The Border Queso, Variety Pack, 23 oz., 2 pk.",수입이력 없음,,new_no_prior_research,2103.90-9090,medium,케소딥/살사 등 딥소스류(칩 아님): 기타 소스류로 잠정분류,관세청 2026 HSK,확인필요: 정확한 조성 확인,researched_v2_direct,ok
엘로 토티야칩스,샘스클럽  ·  top_selling   (상위 40개 · PB 제외),40,PopCorners Sea,"PopCorners Sea Salt Flavored Whole Grain Snacks, 18 oz.",수입이력 없음,,new_no_prior_research,1904.10-2000,high,옥수수 토르티야칩: 콘칩,관세청 2026 HSK,,researched_v2_direct,ok
엘로 토티야칩스,이온몰  ·  top10   (상위 20개 · PB 제외),1,엘사볼 나초칩 논솔트 100g(NB),エルサボール ナチョチップノンソルト 100g,,,new_from_live_db_scan,1904.10-2000,high,옥수수 토르티야칩: 콘칩,관세청 2026 HSK,,researched_v2_direct,ok
엘로 토티야칩스,이온몰  ·  top10   (상위 20개 · PB 제외),2,Elsa,Elsa Ball Nacho Chip No Salt 100g,수입이력 없음,,new_no_prior_research,1904.10-2000,high,옥수수 토르티야칩: 콘칩,관세청 2026 HSK,,researched_v2_direct,ok
엘로 토티야칩스,이온몰  ·  top10   (상위 20개 · PB 제외),4,Frito-Lay,Frito-Lay Doritos Nacho Cheese Flavor 120g,수입이력 없음,,new_no_prior_research,1904.10-2000,high,옥수수 토르티야칩: 콘칩,관세청 2026 HSK,,researched_v2_direct,ok
엘로 토티야칩스,이온몰  ·  top10   (상위 20개 · PB 제외),5,Wing,Wing Ace Elsa Ball Nacho Dip Salsa 175g,수입이력 없음,,new_no_prior_research,2103.90-9090,medium,나초딥소스(칩 아님): 기타 소스류로 잠정분류,관세청 2026 HSK,,researched_v2_direct,ok
엘로 토티야칩스,이온몰  ·  top10   (상위 20개 · PB 제외),6,Wing,Wing Ace Elsa Ball Nacho Dip Avocado 175g,수입이력 없음,,new_no_prior_research,2103.90-9090,medium,나초딥소스(칩 아님): 기타 소스류로 잠정분류,관세청 2026 HSK,,researched_v2_direct,ok
엘로 토티야칩스,이온몰  ·  top10   (상위 20개 · PB 제외),13,Mission,Mission Nori Wasabi Tortilla Chips 170 g,수입이력 없음,,new_no_prior_research,1904.10-2000,high,옥수수 토르티야칩: 콘칩,관세청 2026 HSK,,researched_v2_direct,ok
엘로 토티야칩스,이온몰  ·  top10   (상위 20개 · PB 제외),16,Mission,Mission Tortilla Chips Tomato 170 g,수입이력 없음,,new_no_prior_research,1904.10-2000,high,옥수수 토르티야칩: 콘칩,관세청 2026 HSK,,researched_v2_direct,ok
엘로 토티야칩스,이온몰  ·  top10   (상위 20개 · PB 제외),19,Doritos,Doritos Tortilla Chips Spicy Nacho 190 g,수입이력 없음,,new_no_prior_research,1904.10-2000,high,옥수수 토르티야칩: 콘칩,관세청 2026 HSK,,researched_v2_direct,ok
NABISCO 리츠 오리지널,월마트  ·  best_seller   (상위 38개 · PB 제외),1,RITZ,"RITZ Fresh Stacks Original Crackers, Travel Snacks, 11.8 oz (8 Multi Snack Packs)",X,"MONDELEZ MEXICO, S. DE R.L DE C.V.: 수입업체 1곳",old_pipeline_priority_not_yet_done,1905.90-1040,high,RITZ 오리지널 크래커: 비스킷·쿠키·크래커,관세청 2026 HSK + 제조사 공식페이지,,researched_v2_direct,ok
NABISCO 리츠 오리지널,월마트  ·  best_seller   (상위 38개 · PB 제외),2,RITZ,"RITZ Original Crackers, Snacks for Kids and Adults, Lunch Snacks, 13.7 oz",X,"MONDELEZ MEXICO, S. DE R.L DE C.V.: 수입업체 1곳",old_pipeline_priority_not_yet_done,1905.90-1040,high,RITZ 오리지널 크래커: 비스킷·쿠키·크래커,관세청 2026 HSK + 제조사 공식페이지,,researched_v2_direct,ok
NABISCO 리츠 오리지널,월마트  ·  best_seller   (상위 38개 · PB 제외),4,RITZ,"RITZ Fresh Stacks Original Crackers, Travel Snacks, Family Size, 17.8 oz (12 Multi Snack Packs)",X,"MONDELEZ MEXICO, S. DE R.L DE C.V.: 수입업체 1곳",old_pipeline_priority_not_yet_done,1905.90-1040,high,RITZ 오리지널 크래커: 비스킷·쿠키·크래커,관세청 2026 HSK + 제조사 공식페이지,,researched_v2_direct,ok
NABISCO 리츠 오리지널,월마트  ·  best_seller   (상위 38개 · PB 제외),10,RITZ,"RITZ Original Crackers, Snacks for Kids and Adults, Lunch Snacks, Family Size, 20.5 oz",X,"MONDELEZ MEXICO, S. DE R.L DE C.V.: 수입업체 1곳",old_pipeline_priority_not_yet_done,1905.90-1040,high,RITZ 오리지널 크래커: 비스킷·쿠키·크래커,관세청 2026 HSK + 제조사 공식페이지,,researched_v2_direct,ok
NABISCO 리츠 오리지널,월마트  ·  best_seller   (상위 38개 · PB 제외),11,RITZ,"RITZ Original Crackers, Snacks for Kids and Adults, Lunch Snacks, Party Size, 27.4 oz",X,"MONDELEZ MEXICO, S. DE R.L DE C.V.: 수입업체 1곳",old_pipeline_priority_not_yet_done,1905.90-1040,high,RITZ 오리지널 크래커: 비스킷·쿠키·크래커,관세청 2026 HSK + 제조사 공식페이지,,researched_v2_direct,ok
NABISCO 리츠 오리지널,월마트  ·  best_seller   (상위 38개 · PB 제외),12,리츠,"RITZ Fresh Stacks Variety Pack, 3 Flavors, Travel Snacks, 8.85 oz (6 Multi Snack Packs)",,,new_from_live_db_scan,1905.90-1040,high,크래커: 비스킷·쿠키와 크래커,관세청 2026 HSK,,researched_v2_direct,ok
NABISCO 리츠 오리지널,월마트  ·  best_seller   (상위 38개 · PB 제외),13,RITZ,"RITZ Fresh Stacks Variety Pack, 3 Flavors, Travel Snacks, 8.85 oz (6 Multi Snack Packs)",수입이력 없음,,new_no_prior_research,1905.90-1040,high,크래커: 비스킷·쿠키와 크래커,관세청 2026 HSK,,researched_v2_direct,ok
NABISCO 리츠 오리지널,월마트  ·  best_seller   (상위 38개 · PB 제외),14,RITZ,"3pack RITZ Fresh Stacks Variety Pack, 3 Flavors, Travel Snacks, 8.85 oz (6 Multi Snack Packs)",수입이력 없음,,new_no_prior_research,1905.90-1040,high,크래커: 비스킷·쿠키와 크래커,관세청 2026 HSK,,researched_v2_direct,ok
NABISCO 리츠 오리지널,월마트  ·  best_seller   (상위 38개 · PB 제외),15,RITZ,"RITZ Fresh Stacks Everything Crackers, Travel Snacks, 11.8 oz (8 Multi Snack Packs)",X,"MONDELEZ MEXICO, S. DE R.L DE C.V.: 수입업체 1곳",old_pipeline_priority_not_yet_done,1905.90-1040,high,RITZ 오리지널 크래커: 비스킷·쿠키·크래커,관세청 2026 HSK + 제조사 공식페이지,,researched_v2_direct,ok
NABISCO 리츠 오리지널,월마트  ·  best_seller   (상위 38개 · PB 제외),36,RITZ,"3 pack-RITZ Fresh Stacks Everything Crackers, Travel Snacks, 11.8 oz (8 Multi Snack Packs)",X,"MONDELEZ MEXICO, S. DE R.L DE C.V.: 수입업체 1곳",old_pipeline_priority_not_yet_done,1905.90-1040,high,RITZ 오리지널 크래커: 비스킷·쿠키·크래커,관세청 2026 HSK + 제조사 공식페이지,,researched_v2_direct,ok
NABISCO 리츠 오리지널,월마트  ·  best_seller   (상위 38개 · PB 제외),16,RITZ,"RITZ Fresh Stacks Roasted Garlic Crackers, Travel Snacks, 11.8 oz (8 Multi Snack Packs)",X,"MONDELEZ MEXICO, S. DE R.L DE C.V.: 수입업체 1곳",old_pipeline_priority_not_yet_done,1905.90-1040,high,RITZ 오리지널 크래커: 비스킷·쿠키·크래커,관세청 2026 HSK + 제조사 공식페이지,,researched_v2_direct,ok
NABISCO 리츠 오리지널,월마트  ·  best_seller   (상위 38개 · PB 제외),18,RITZ,"RITZ Soccer Shapes Original Crackers, Party Snacks, Limited Edition, 12.3 oz",X,"MONDELEZ MEXICO, S. DE R.L DE C.V.: 수입업체 1곳",old_pipeline_priority_not_yet_done,1905.90-1040,high,RITZ 오리지널 크래커: 비스킷·쿠키·크래커,관세청 2026 HSK + 제조사 공식페이지,,researched_v2_direct,ok
NABISCO 리츠 오리지널,월마트  ·  best_seller   (상위 38개 · PB 제외),19,RITZ,"RITZ Fresh Stacks Zesty Herb Crackers, Travel Snacks, 11.8 oz (8 Multi Snack Packs)",X,"MONDELEZ MEXICO, S. DE R.L DE C.V.: 수입업체 1곳",old_pipeline_priority_not_yet_done,1905.90-1040,high,RITZ 오리지널 크래커: 비스킷·쿠키·크래커,관세청 2026 HSK + 제조사 공식페이지,,researched_v2_direct,ok
NABISCO 리츠 오리지널,월마트  ·  best_seller   (상위 38개 · PB 제외),28,RITZ,"RITZ Original Crackers, Snacks for Kids and Adults, Bulk Lunch Snacks, Family Size, 3 Boxes",X,"MONDELEZ MEXICO, S. DE R.L DE C.V.: 수입업체 1곳",old_pipeline_priority_not_yet_done,1905.90-1040,high,RITZ 오리지널 크래커: 비스킷·쿠키·크래커,관세청 2026 HSK + 제조사 공식페이지,,researched_v2_direct,ok
NABISCO 리츠 오리지널,아마존  ·  top5   (상위 40개 · PB 제외),1,Ritz,"Ritz, Fresh Stacks Original Crackers, Party Size, 23.7 Ounce, 16 Count",X,"MONDELEZ MEXICO, S. DE R.L DE C.V.: 수입업체 1곳",old_pipeline_priority_not_yet_done,1905.90-1040,high,RITZ Fresh Stacks 크래커: 비스킷·쿠키와 크래커,관세청 2026 HSK,,researched_v2_direct,ok
NABISCO 리츠 오리지널,아마존  ·  top5   (상위 40개 · PB 제외),7,RITZ,"RITZ Peanut Butter Sandwich Crackers, Lunch Snacks, 48 Snack Packs (6 Boxes, 6 Crackers Per Pack)",X,"MONDELEZ MEXICO, S. DE R.L DE C.V.: 수입업체 1곳",old_pipeline_priority_not_yet_done,1905.90-1040,high,RITZ 오리지널 크래커: 비스킷·쿠키·크래커,관세청 2026 HSK + 제조사 공식페이지,,researched_v2_direct,ok
NABISCO 리츠 오리지널,아마존  ·  top5   (상위 40개 · PB 제외),8,RITZ,"RITZ Bits Peanut Butter and RITZ Bits Cheese Sandwich Crackers Variety Pack, Lunch Snacks for Kids and Adults, 20 Snack Packs",X,"MONDELEZ MEXICO, S. DE R.L DE C.V.: 수입업체 1곳",old_pipeline_priority_not_yet_done,1905.90-1040,high,RITZ 오리지널 크래커: 비스킷·쿠키·크래커,관세청 2026 HSK + 제조사 공식페이지,,researched_v2_direct,ok
NABISCO 리츠 오리지널,아마존  ·  top5   (상위 40개 · PB 제외),12,RITZ,"RITZ Peanut Butter and Cheese Sandwich Crackers Variety Pack, Lunch Snacks, 32 Snack Packs (6 Crackers Per Pack)",X,"MONDELEZ MEXICO, S. DE R.L DE C.V.: 수입업체 1곳",old_pipeline_priority_not_yet_done,1905.90-1040,high,RITZ 오리지널 크래커: 비스킷·쿠키·크래커,관세청 2026 HSK + 제조사 공식페이지,,researched_v2_direct,ok
NABISCO 리츠 오리지널,아마존  ·  top5   (상위 40개 · PB 제외),21,RITZ,"RITZ Fresh Stacks Original, Everything, and Garlic Butter Crackers Variety Pack, Travel Snacks, 8.85 oz (6 Multi Snack Packs) (Pack of 2)",X,"MONDELEZ MEXICO, S. DE R.L DE C.V.: 수입업체 1곳",old_pipeline_priority_not_yet_done,1905.90-1040,high,RITZ 오리지널 크래커: 비스킷·쿠키·크래커,관세청 2026 HSK + 제조사 공식페이지,,researched_v2_direct,ok
NABISCO 리츠 오리지널,아마존  ·  top5   (상위 40개 · PB 제외),32,RITZ,Ritz Cracker Sandwiches Made with Real Peanut Butter: 16 Packs of 1.38 Oz,X,"MONDELEZ MEXICO, S. DE R.L DE C.V.: 수입업체 1곳",old_pipeline_priority_not_yet_done,1905.90-1040,high,RITZ 오리지널 크래커: 비스킷·쿠키·크래커,관세청 2026 HSK + 제조사 공식페이지,,researched_v2_direct,ok
NABISCO 리츠 오리지널,아마존  ·  top5   (상위 40개 · PB 제외),38,RITZ,"RITZ Toasted Chips Variety Pack, Cheddar, Sour Cream and Onion, and Original Crackers, Party Snacks, Bulk Snacks, 4 Bags",X,"MONDELEZ MEXICO, S. DE R.L DE C.V.: 수입업체 1곳",old_pipeline_priority_not_yet_done,1905.90-1040,high,RITZ 오리지널 크래커: 비스킷·쿠키·크래커,관세청 2026 HSK + 제조사 공식페이지,,researched_v2_direct,ok
NABISCO 리츠 오리지널,샘스클럽  ·  top_selling   (상위 8개 · PB 제외),5,RITZ,"RITZ Original Crackers, 3.43 oz., 18 pk.",X,"MONDELEZ MEXICO, S. DE R.L DE C.V.: 수입업체 1곳",old_pipeline_priority_not_yet_done,1905.90-1040,high,RITZ 오리지널 크래커: 비스킷·쿠키·크래커,관세청 2026 HSK + 제조사 공식페이지,,researched_v2_direct,ok
NABISCO 리츠 오리지널,월마트  ·  best_seller   (상위 38개 · PB 제외),3,Club Snack,"Club Snack Stacks Original Crackers, Lunch Snacks, 6 Count",,,new_from_live_db_scan,1905.90-1040,high,크래커: 비스킷·쿠키와 크래커,관세청 2026 HSK,,researched_v2_direct,ok
NABISCO 리츠 오리지널,월마트  ·  best_seller   (상위 38개 · PB 제외),5,Club Original,"Club Original Crackers, Lunch Snacks, 13.7 oz",,,new_from_live_db_scan,1905.90-1040,high,크래커: 비스킷·쿠키와 크래커,관세청 2026 HSK,,researched_v2_direct,ok
NABISCO 리츠 오리지널,월마트  ·  best_seller   (상위 38개 · PB 제외),6,Club Original,"Club Original Crackers, Lunch Snacks, 13.7 oz",수입이력 없음,,new_no_prior_research,1905.90-1040,high,크래커: 비스킷·쿠키와 크래커,관세청 2026 HSK,,researched_v2_direct,ok
NABISCO 리츠 오리지널,월마트  ·  best_seller   (상위 38개 · PB 제외),8,Town House,"Town House FlipSides Original Oven Baked Crackers, Salty Snacks, 9.2 oz",수입이력 없음,,new_no_prior_research,1905.90-1040,high,크래커: 비스킷·쿠키와 크래커,관세청 2026 HSK,,researched_v2_direct,ok
NABISCO 리츠 오리지널,월마트  ·  best_seller   (상위 38개 · PB 제외),9,Club Minis,"Club Minis Original Crackers, Lunch Snacks, 11 oz",수입이력 없음,,new_no_prior_research,1905.90-1040,high,크래커: 비스킷·쿠키와 크래커,관세청 2026 HSK,,researched_v2_direct,ok
NABISCO 리츠 오리지널,월마트  ·  best_seller   (상위 38개 · PB 제외),17,Club Minis,"Club Minis Hidden Valley Ranch Crackers, Lunch Snacks, 11 oz",,,new_from_live_db_scan,1905.90-1040,high,크래커: 비스킷·쿠키와 크래커,관세청 2026 HSK,,researched_v2_direct,ok
NABISCO 리츠 오리지널,월마트  ·  best_seller   (상위 38개 · PB 제외),20,Club Extra,"Club Extra Buttery Crackers, Lunch Snacks, 13.7 oz",,,new_from_live_db_scan,1905.90-1040,high,크래커: 비스킷·쿠키와 크래커,관세청 2026 HSK,,researched_v2_direct,ok
NABISCO 리츠 오리지널,월마트  ·  best_seller   (상위 38개 · PB 제외),22,Colombina Crakeas,"Colombina Crakeas Butter Crackers, 5.7 oz, 6 Pack, Packaged in Resealable Bag",수입이력 없음,,new_no_prior_research,1905.90-1040,high,크래커: 비스킷·쿠키와 크래커,관세청 2026 HSK,,researched_v2_direct,ok
NABISCO 리츠 오리지널,월마트  ·  best_seller   (상위 38개 · PB 제외),23,Club Sweet,"Club Sweet Hawaiian Crackers, Lunch Snacks, 13.7 oz",수입이력 없음,,new_no_prior_research,1905.90-1040,high,크래커: 비스킷·쿠키와 크래커,관세청 2026 HSK,,researched_v2_direct,ok
NABISCO 리츠 오리지널,아마존  ·  top5   (상위 40개 · PB 제외),3,Club Snack,"Club Snack Stacks Crackers, Lunch Snacks, Family Size, Original, 18.8oz Box (9 Stacks)",수입이력 없음,,new_no_prior_research,1905.90-1040,high,Club Snack Stacks 크래커: 비스킷·쿠키와 크래커,관세청 2026 HSK,,researched_v2_direct,ok
NABISCO 리츠 오리지널,월마트  ·  best_seller   (상위 38개 · PB 제외),27,Club Snack,"Club Snack Stacks Crackers, Lunch Snacks, Snack Crackers, Family Size, Original, 18.8oz Box (9 Stacks)",수입이력 없음,,new_no_prior_research,1905.90-1040,high,Club Snack Stacks 크래커: 비스킷·쿠키와 크래커,관세청 2026 HSK,,researched_v2_direct,ok
NABISCO 리츠 오리지널,월마트  ·  best_seller   (상위 38개 · PB 제외),30,Keebler Club,"Keebler Club and Cheddar Sandwich Crackers, Lunch Snacks, 12 Count",수입이력 없음,,new_no_prior_research,1905.90-1040,high,크래커: 비스킷·쿠키와 크래커,관세청 2026 HSK,,researched_v2_direct,ok
NABISCO 리츠 오리지널,월마트  ·  best_seller   (상위 38개 · PB 제외),37,클럽크래커,"Club Crackers Original - 40 Twin Packs, 0.25oz",,,new_from_live_db_scan,1905.90-1040,high,크래커: 비스킷·쿠키와 크래커,관세청 2026 HSK,,researched_v2_direct,ok
NABISCO 리츠 오리지널,아마존  ·  top5   (상위 40개 · PB 제외),18,Wasa Crispbread Variety,"Wasa Crispbread Variety Pack (Pack of 4), Sourdough and Whole Grain, Crackers, Non-GMO Ingredients, Fat Free",수입이력 없음,,new_no_prior_research,1905.90-1040,high,크래커: 비스킷·쿠키와 크래커,관세청 2026 HSK,,researched_v2_direct,ok
NABISCO 리츠 오리지널,샘스클럽  ·  top_selling   (상위 8개 · PB 제외),6,클럽크래커,"Club Crackers Snack Stacks, 2.08 oz., 24 pk.",,,new_from_live_db_scan,1905.90-1040,high,크래커: 비스킷·쿠키와 크래커,관세청 2026 HSK,,researched_v2_direct,ok
NABISCO 리츠 오리지널,월마트  ·  best_seller   (상위 38개 · PB 제외),7,Club Snack,"Club Snack Stacks Original Crackers, Lunch Snacks, 9 Count",수입이력 없음,,new_no_prior_research,1905.90-1040,high,크래커: 비스킷·쿠키와 크래커,관세청 2026 HSK,,researched_v2_direct,ok
NABISCO 리츠 오리지널,월마트  ·  best_seller   (상위 38개 · PB 제외),21,Club Extra,"Club Extra Buttery Crackers, Lunch Snacks, 13.7 oz",수입이력 없음,,new_no_prior_research,1905.90-1040,high,크래커: 비스킷·쿠키와 크래커,관세청 2026 HSK,,researched_v2_direct,ok
NABISCO 리츠 오리지널,월마트  ·  best_seller   (상위 38개 · PB 제외),24,Club Minis,"Club Minis Cinnamon Sugar Crackers, Spring Snacks, 11 oz",수입이력 없음,,new_no_prior_research,1905.90-1040,high,크래커: 비스킷·쿠키와 크래커,관세청 2026 HSK,,researched_v2_direct,ok
NABISCO 리츠 오리지널,월마트  ·  best_seller   (상위 38개 · PB 제외),25,Iberia Crackers,"Iberia Crackers Butter Crackers Tub, 18 Individual Packs, 21.3 oz",수입이력 없음,,new_no_prior_research,1905.90-1040,high,크래커: 비스킷·쿠키와 크래커,관세청 2026 HSK,,researched_v2_direct,ok
